task,method,policy_id,owner,folder,checkpoint,checkpoint_sha256,optimizer_updates,parameters,training_seconds,training_receipt,source,prior_document,prior_summary_API_authored,source_version,authorship_audit,bundled_API_source,handoff_document
drawer_exchange,APPL_5_5_high,red_transport_place_pad__h03,Runtime API,runs/exp2/M1_initial_test/policies/red_transport_place_pad/heuristic_03,runs/exp2/M1_initial_test/policies/red_transport_place_pad/heuristic_03/training/last.pt,f7b5b01cc3dc56b156e623f6ff7a88075c235c75ef5d25a09d610674593ff542,20000,18744087,1556.696505829983,runs/exp2/M1_initial_test/policies/red_transport_place_pad/heuristic_03/training/result.json,runs/exp2/M1_initial_test/policies/red_transport_place_pad/heuristic_03/source,runs/exp2/M1_initial_test/policies/red_transport_place_pad/heuristic_03/source/PRIOR.md,"Carry-release object dynamics prior: the learned diffusion policy conditions on a causal estimate of red-block attachment and TCP-to-red offset, and is trained with an auxiliary action-conditioned rollout that treats the red block as moving with the arm while the gripper is closed and becoming stationary after opening on the pad.",aca2a209138a879310a9301d8134cea9df3bccd679aa70b342b490f18a8f04aa,runs/exp2/M1_initial_test/policies/red_transport_place_pad/heuristic_03/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/red_transport_place_pad__h03,runs/exp2/M1_initial_test/policies/red_transport_place_pad/heuristic_03/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_approach_grasp_lift__h01,Runtime API,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_01,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_01/training/last.pt,c9e1037d403b93f9f90d49f3236c128b731f637efaeb38209c7862fe9ea9a16a,20000,18465295,838.4067935739877,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_01/training/result.json,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_01/source,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_01/source/PRIOR.md,"A learned action DDPM for the full expanded blue approach, grasp and lift slice. The prior is implemented as blue-relative conditioning around the observed block pose, TCP pose, gripper opening, red-on-pad cue and drawer-open cue, plus a differentiable auxiliary future-readiness loss for contact and lift predictions from the denoised action estimate.",10b2f96e73d696120a75a18ada782ed0d271c4a9511b95234b1cd2911f8e46e8,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_01/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_approach_grasp_lift__h01,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_01/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_approach_grasp_lift__h02,Runtime API,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_02,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_02/training/last.pt,09a826522224bd6dd7739a33ccb165fcdedc874ca8401e8988e30c2979845cf4,20000,18582929,1053.3833533590077,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_02/training/result.json,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_02/source,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_02/source/PRIOR.md,"Pad-to-blue transit waypoint prior implemented as a learned recurrent causal encoder that predicts soft retreat, high-transit, blue-descent, and grasp-lift region latents plus short-horizon TCP waypoint and z-clearance summaries. These trainable predictions condition an epsilon-predicting DDPM action U-Net.",f789619e91cd36f5c891273fd873afa7224637c9aecb28c0c9ca2c94a42d0aa7,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_02/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_approach_grasp_lift__h02,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_02/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_approach_grasp_lift__h03,Runtime API,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_03,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_03/training/last.pt,721914136394791a668b90ecd87102c57a366f16eb9370234d178a5569447f68,20000,18263817,783.9939050390385,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_03/training/result.json,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_03/source,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_03/source/PRIOR.md,"Learn a causal blue-attachment latent from qpos/qvel, TCP pose, blue pose and relative motion, inject it into the diffusion U-Net condition, and supervise it from future lift/contact evidence during training.",69e2a439177f95914653c3efd99b8d46ac37bcc95429735745a0c0b3fae434e7,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_03/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_approach_grasp_lift__h03,runs/exp2/M1_initial_test/policies/blue_approach_grasp_lift/heuristic_03/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_transport_to_drawer__h01,Runtime API,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_01,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_01/training/last.pt,755274017b6afb80f09b9addb5496784fd7eb0523a0cbaebc805c44aa1450830,20000,18593356,788.477013761003,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_01/training/result.json,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_01/source,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_01/source/PRIOR.md,"Drawer-frame blue insertion prior: the diffusion model conditions on the causal observation history augmented with learned features for blue pose, TCP pose, gripper state, and goal errors expressed relative to the open drawer cavity center [0.19 - drawer_position, 0, 0.035]. A trainable auxiliary predictor uses the denoised action estimate to predict future drawer-frame blue placement and inside-cavity status.",8087fa35713cddef297e42d03a1d729841ae17bb4b89a1daa10161ba17973b76,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_01/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_transport_to_drawer__h01,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_01/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_transport_to_drawer__h02,Runtime API,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_02,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_02/training/last.pt,91423a67dcb5a02c1064a396a455f637e51d0865a7d8a151b8dd53dae78b9d1b,20000,18541967,871.1922642360441,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_02/training/result.json,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_02/source,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_02/source/PRIOR.md,"Rigid blue-carry prior implemented as a learned action diffusion policy: a conditional U-Net predicts normalized joint/gripper action noise, while an auxiliary differentiable dynamics head learns to predict future TCP and blue-block positions from the denoised action estimate. The dynamics head contains a gated rigid branch that keeps the current TCP-to-blue offset during closed-finger carry and a free branch for pre-grasp and release portions of the expanded slice.",090186211aa936e114c3f85bd8ae763035b1920ba07e60fd82981485522e22d9,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_02/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_transport_to_drawer__h02,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_02/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_transport_to_drawer__h03,Runtime API,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_03,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_03/training/last.pt,08191371e9617383ae9002bbbdc15e15a5603f129530f7499ca76bf0edf6b009,20000,18637227,866.4482541959733,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_03/training/result.json,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_03/source,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_03/source/PRIOR.md,"A learned action diffusion policy conditioned on a causal latent stage representation for high-arc blue-block transport: lift to clearance, translate laterally while high, then descend and begin release in the open drawer cavity.",fc3f0b2555b832d45cc6b93001d478657cc84401eadf866603e659a7376327ee,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_03/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_transport_to_drawer__h03,runs/exp2/M1_initial_test/policies/blue_transport_to_drawer/heuristic_03/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_release_retreat_complete__h01,Runtime API,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_01,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_01/training/last.pt,36b4a0bb5de2d422929c42f7262e19a5fb2a96bd26ce4dd184d4c4664366d1b2,20000,18403985,1026.255491937045,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_01/training/result.json,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_01/source,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_01/source/PRIOR.md,"Completion-predicate local insertion prior: a learned state-conditioned DDPM action policy uses drawer-frame blue error, red-pad/drawer-open/blue-inside predicate features, and auxiliary future-completion supervision to center/release the blue block in the open drawer and retreat.",c14d565fe2dec8faf15c09bf6ce55731113a4493018197cdd42329abd83e5cfa,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_01/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_release_retreat_complete__h01,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_01/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_release_retreat_complete__h02,Runtime API,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_02,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_02/training/last.pt,f99da729b21c05e9bf8b7536e4f4edb02b1edab9673fe80eaba6639f4430446b,20000,18456300,786.5322688980377,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_02/training/result.json,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_02/source,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_02/source/PRIOR.md,"Support-before-retreat prior implemented as a learned epsilon-predicting action diffusion model. A causal observation encoder predicts trainable support, opening, and retreat-readiness latents; these latents condition the diffusion U-Net, and auxiliary future-prediction losses train them from the demonstrated release and withdrawal outcomes.",6686a3a769f986d84caa3cddee06a8a29a6468e5046bcc93f532724d0e7045d7,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_02/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_release_retreat_complete__h02,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_02/source/HANDOFF.json
drawer_exchange,APPL_5_5_high,blue_release_retreat_complete__h03,Runtime API,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_03,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_03/training/last.pt,d72b2a475462cf8491c5c861bb7338706cc53063e9e491f8a7405a7fc4ac573d,20000,18808872,739.9908403249574,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_03/training/result.json,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_03/source,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_03/source/PRIOR.md,"Near-goal learned residual stabilizer for centering the blue block in the open drawer, releasing it, and retreating. A learned nominal action trajectory, conditioned on causal drawer-frame state features, is used as the local stabilizing prior for a DDPM action diffusion model.",9c8a6642b5a1bba6d647ac9fde63e004e72eb0815c7ca7f925a28ecfa36de8e6,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_03/authorship_audit.json,policy_cards/APPL_5_5_high/drawer_exchange/blue_release_retreat_complete__h03,runs/exp2/M1_initial_test/policies/blue_release_retreat_complete/heuristic_03/source/HANDOFF.json
drawer_exchange,APPL_6_xhigh,open_access__h01,Runtime API,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_01,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_01/training/last.pt,67ca8a47ea2957424caee5cc0132bf34b4db5eda5911a902756e8d855de7a35b,20000,19489208,1361.2731396959862,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_01/training/result.json,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_01/source,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_01/source/PRIOR.md,"Prismatic relational conditioning for a learned action DDPM: typed robot, drawer, red and blue nodes exchange messages using moving-drawer coordinates, with separate world-X axial and YZ transverse channels on drawer edges. Robot joints and world positions preserve reachability and gravity information. A masked drawer-displacement prediction auxiliary trains the shared causal encoder.",14d25c294aaaf490df31e9095b2caa01fb02d93becb14de13beffedfbb6c716a,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_01/authorship_audit.json,policy_cards/APPL_6_xhigh/drawer_exchange/open_access__h01,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_01/source/HANDOFF.json
drawer_exchange,APPL_6_xhigh,open_access__h02,Runtime API,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_02,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_02/training/last.pt,396cfb9c7cc22b2d894c04e44f2a5403f2e3a50bba02ac3e04bf855ce17618ec,20000,19131216,1053.0559658280108,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_02/training/result.json,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_02/source,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_02/source/PRIOR.md,"Contact-event memory rather than an episode clock. A two-observation GRU feeds a learned eight-phase, duration-augmented ordered filter. Its soft posterior and censored dwell statistic gate phase-specific conditioning adapters of a shared learned action diffusion denoiser. Soft contact-motion phase supervision, ordered future-phase prediction, anti-chatter and transition-consistency losses train the latent representation over the entire expanded slice.",8cb7e8f08172330d8c2275c03bee41829c7c76069b5765a53750a07dbd6daaba,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_02/authorship_audit.json,policy_cards/APPL_6_xhigh/drawer_exchange/open_access__h02,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_02/source/HANDOFF.json
drawer_exchange,APPL_6_xhigh,open_access__h03,Runtime API,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_03,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_03/training/last.pt,49025d902bda9711c38b60cd614b1de30d100f696659274de3fee746c781ec0e,20000,18041340,3488.271426909021,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_03/training/result.json,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_03/source,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_03/source/PRIOR.md,"Successor-aware short-horizon diffusion selection. A full-state diffusion proposal has three learned paired epsilon/clean-action refinements. A separately supervised three-member recurrent dynamics ensemble predicts eight-action consequences and opening, release/retreat and red-lift readiness. Within-denoising soft selection prefers demonstration-like predicted consequences with less disagreement, opening loss and stage-inappropriate coupling. A differentiable training consequence loss also teaches the epsilon proposal through frozen dynamics. This is an explicit adaptation of completed-chunk reranking to the fixed epsilon-only deployment interface, not an external planner.",74481ae844dc3f1d928d703ca51e2de55528d8c71d9dfd31b67e1a2c2141c27b,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_03/authorship_audit.json,policy_cards/APPL_6_xhigh/drawer_exchange/open_access__h03,runs/exp2/M1_astra_xhigh/drawer_exchange/policies/open_access/heuristic_03/source/HANDOFF.json
