task,condition,seed,method,success,steps,status,final,source_root,bundle_root,result_sha256,initial_sha256,trace_sha256,video,first_goal_steps,ever_goals,max_rise_from_initial_m,distinct_policies,invocation_count,generation_calls,API_finish,API_arguments_equal_execution,observed_bottleneck
drawer_exchange,OOD,6404,APPL_6_xhigh,False,1101,agent_finished,"{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/drawer_exchange/OOD/6404,episodes/APPL_6_xhigh/drawer_exchange/OOD/6404,795ca343d86a2c3072c3da8ba7a4485a56ac96f40de0e021528c3f66b4aeaae9,37224a5ca6d3d183c4b7207dce43308ae73c28c3659c1fef4bde94615553870b,bec590d7b1aa481c2955e6e8165e2255ae97a7cb1a661217e7b66f3d46efbe8d,episodes/APPL_6_xhigh/drawer_exchange/OOD/6404/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 177, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 4.842877388000488e-06, ""blue"": -8.568167686462402e-08}",6,10,17,"[{""file"": ""0017.response.json"", ""reason"": ""Stopping without success after repeated acquisition and bounded recovery attempts. At physical step 1101, measured drawer_position=0.2947556 m and drawer_open=true, but red_on_pad=false, blue_inside=false, success=false. Red remains in the drawer at approximately (-0.19065,-0.10446,0.06300); blue is untouched outside at (-0.43691,0.27136,0.02000). Open h01 and evacuation h02 approaches disturbed the drawer without lifting red. Open h03 restored full opening but closed away from red and lifted empty. Evacuation h01 and h03 then hovered with fully closed empty fingers, and open h02 reopened/descended but again failed to acquire red. Observed ranges confirm no meaningful red lift. The remaining insertion policies support held-red descent/release or blue acquisition, not recovering ungrasped red from this failed approach. Their training overlap does not establish a credible recovery here; continued cycling would be unsupported extrapolation rather than demonstrated progress.""}]",True,red_placement_not_reached
two_block_sort,OOD,30004,APPL_6_xhigh,False,983,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/two_block_sort/OOD/30004,episodes/APPL_6_xhigh/two_block_sort/OOD/30004,689494d198fb9bb78d2362627cfac416b51201fb4067c8eaef3c7af5884d477a,de2b7648602ab2109cdd5890e168dc8148c03c02bd3875ec140ba15d436f1405,b45d778e7fbd323a6efa89050dcd747885c25a1ca48606a5d6841db8ed53aa93,episodes/APPL_6_xhigh/two_block_sort/OOD/30004/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 318, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.2690987400710583, ""blue"": 0.007933985441923141}",6,18,26,"[{""file"": ""0026.response.json"", ""reason"": ""Task incomplete: latest measured red_at_goal=1, blue_at_goal=0, success=0. Red is contained at(-0.19104,-0.25275,0.020). Blue remains off-pad at(-0.47368,0.22638,0.020). Two blue pickup attempts failed, with fingers collapsing without object lift; recovery restored an open approach once, but the next attempt also missed and reoriented blue. The final monitored delivery-h03 probe stopped after2 steps as TCP-blue separation grew to0.128m with fingers fully closed and blue still on the table. All available policies are local successful-demonstration controllers without validated missed-grasp recovery; observed probes have not produced a credible remaining route to secure blue. Stopping rather than continuing unsupported empty transport or risking further disturbance.""}]",True,blue_rise_under_4cm
buffer_swap,OOD,30104,APPL_6_xhigh,False,418,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/buffer_swap/OOD/30104,episodes/APPL_6_xhigh/buffer_swap/OOD/30104,26d63792269d585d77541344d8e9a52e5df42b4390406df5ae15e337b0042a8e,8ea7a4cbeb30522a8fbf0ae9a4fc6e9b8962bed8854421adbdacc83198ab83c5,a7ec3b647187574b763187d405784af3300db660db32f3d267ff2be8b658d6e9,episodes/APPL_6_xhigh/buffer_swap/OOD/30104/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": -8.195638656616211e-08, ""blue"": -8.381903171539307e-08}",3,5,9,"[{""file"": ""0009.response.json"", ""reason"": ""The exchange was not completed: red_at_goal=0 and blue_at_goal=0. All three buffer policies were attempted with observation-based checks. h02 and h01 approached red then ascended empty; h03 returned to red but remained open through another pickup opportunity and began moving laterally away near the table. Across the attempts the fingers stayed approximately 0.080 m wide and neither block lifted or materially moved. Current red remains near (-0.3253,-0.1818,0.020) and blue near (-0.3726,0.2095,0.020). Their shared successor overlaps cover successful buffering/acquisition transitions, not this repeated missed-closure state with red still occupying the blue destination. I do not have a credible supported continuation using the available local policies, and further low-height empty motion risks unnecessary disturbance.""}]",True,initial_red_rise_under_4cm
drawer_exchange,OOD,6405,APPL_6_xhigh,False,1392,agent_finished,"{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/drawer_exchange/OOD/6405,episodes/APPL_6_xhigh/drawer_exchange/OOD/6405,5908a7120b6cac6c8912ddf62bb1faa7be13d72039aa4155cdb4be9282c8893f,95220a88c0d4898b8b990904a2f0dbf8e7e7cfaba4974b3d2c6ced4f234d085e,d48c7d079bcb3b5173679e992be3cadfd61802247d61b1215cc26c8d067a1158,episodes/APPL_6_xhigh/drawer_exchange/OOD/6405/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 234, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 0.021545417606830597, ""blue"": -8.195638656616211e-08}",6,13,21,"[{""file"": ""0021.response.json"", ""reason"": ""Stopping incomplete after repeated failed red acquisition and bounded recovery attempts. The latest measured drawer position is0.294356 m, so the drawer is open, but red remains at[-0.23504,-0.01349,0.06300] rather than on the pad and blue remains outside at[-0.38130,0.27500,0.02000]. The latest evacuation h03 attempt again lifted an empty fully closed tool while red never rose above0.063003 m. Alternate opening and evacuation mechanisms have either missed red, repeated empty-hand motion, or disturbed the drawer. Their documented successful transition overlap does not establish regrasp recovery from this displaced red state. I judge no further credible local route with the available frozen policies; measured success is false.""}]",True,red_placement_not_reached
two_block_sort,OOD,30005,APPL_6_xhigh,False,982,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/two_block_sort/OOD/30005,episodes/APPL_6_xhigh/two_block_sort/OOD/30005,a1daf2d91e19cbbae5186c7f0756203dbd4c9515d25528afa75ae115adaf9a3b,c5bf7ea5d715215b969e4272446027d56342f814f9c045718aa2ec19a124dfa9,9a671a5286ebe5866eaf280185869caa8f839324d7604fc66e34570dda5f8a2d,episodes/APPL_6_xhigh/two_block_sort/OOD/30005/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 570, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.27330930158495903, ""blue"": 0.006552858278155327}",6,15,23,"[{""file"": ""0023.response.json"", ""reason"": ""Partial completion only: red_at_goal=1, blue_at_goal=0, success=0. Red is contained on its pad at approximately (-0.19557,-0.25274,0.020). Blue acquisition missed; blue remains on the table at approximately (-0.39017,0.19814,0.020). Bounded recovery attempts with all available policy variants failed to reopen the empty gripper or reacquire blue; subsequent arm motion approached the already placed red instead. The latest trial again maintained zero finger width with no blue motion. I judge there is no credible remaining recovery route with these frozen policies and stop rather than risk disturbing the achieved red placement or claim success.""}]",True,blue_rise_under_4cm
buffer_swap,OOD,30105,APPL_6_xhigh,False,1043,agent_finished,"{""blue_at_goal"": true, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/buffer_swap/OOD/30105,episodes/APPL_6_xhigh/buffer_swap/OOD/30105,079d82b7f250a5cd6569d3ffcba7c26579571944ad9cd08142081ec5012a7bd4,4ebb199f51291ac968d60d422930b40f9a058a92c2e2ffb7e14f68750172a76d,bff60694ed8c4b4fd4561e059d46f9397df00e1ba7cbb08266868cad877530f2,episodes/APPL_6_xhigh/buffer_swap/OOD/30105/replay.mp4,"{""blue_at_goal"": 704, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": true, ""red_at_goal"": false, ""success"": false}","{""red"": 0.28195519372820854, ""blue"": 0.27975664660334587}",5,10,16,"[{""file"": ""0016.response.json"", ""reason"": ""The swap is incomplete: measured blue_at_goal=1, red_at_goal=0, success=0. Blue is supported at approximately (-0.3712,-0.2049,0.0200), but red remains at (-0.2336,0.0235,0.0200), outside its positive-y goal. Red retrieval missed and displaced the block; subsequent finish-policy, transfer-policy, and buffer-release recovery attempts did not produce reopening or red/TCP co-lift. The latest buffer attempt descended and rose again with zero finger width while both objects stayed supported. The documented overlap covers successful approach/release/lift transitions, not this displaced-red, closed-empty failure. With repeated lack of recovery and no credible supported route left using the available frozen controllers, I am ending honestly without claiming success.""}]",True,red_final_goal_not_reached_after_blue_goal
tray_pack,OOD,30305,APPL_6_xhigh,False,1159,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/tray_pack/OOD/30305,episodes/APPL_6_xhigh/tray_pack/OOD/30305,dbee9a399e3eb34b4596ac93608000896e7d8394b7a424fa292f18ae33c4f128,643d11199523b2bce1a27ce5c934f11db3d3fe38f660b38eaff7e25799817149,7910bda81ba7a2572a9a7988c9fd8d7c6bfe9dd5865ad5c66fb10b383ddd2ace,episodes/APPL_6_xhigh/tray_pack/OOD/30305/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 277, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.270405363291502, ""blue"": 0.004587491974234581}",6,17,25,"[{""file"": ""0025.response.json"", ""reason"": ""The task is incomplete: both measured goal predicates are false. Red was initially delivered, but subsequent failed-blue recovery disturbed it; it is now at approximately [-0.13581,-0.13831,0.03600], outside its marked region near the tray wall. Blue remains on the table at approximately [-0.36502,0.23767,0.02000] after missed grasps and rotation. Several distinct acquisition and delivery controllers were assessed from closed-empty, open-retreat, and local-source states. The latest local correction again closed empty and raised the TCP while blue stayed at table height (finger width 0, TCP-blue distance 0.09266 m). Observed training overlap does not establish recovery of these displaced/rotated blocks, and further attempts have already caused fixture contact and loss of red containment. I judge there is no credible remaining recovery route with the available frozen policies and am stopping without claiming success.""}]",True,blue_goal_not_reached
drawer_exchange,OOD,6406,APPL_6_xhigh,False,924,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/drawer_exchange/OOD/6406,episodes/APPL_6_xhigh/drawer_exchange/OOD/6406,fa15df3d2c8e213614cd7b8f706a2b8821cb9cf874f14f22ac592d6914a8adff,c951b9b0c8899dcc3caada67b1cdcd9ada185389356a0e1a4e81225f357b1155,5fcfbc1a873ff165efc85148c09f014e68e46206e01416f0807e68028508dd5f,episodes/APPL_6_xhigh/drawer_exchange/OOD/6406/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 193, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 1.7955899238586426e-06, ""blue"": -8.568167686462402e-08}",6,10,17,"[{""file"": ""0017.response.json"", ""reason"": ""The task is not complete. Latest measurements: drawer_position=0.258629 m, below the strict >0.26 m threshold; red remains in the drawer at (-0.126589,-0.090215,0.063000), not on the pad; blue remains at its source, not inside. Repeated acquisition attempts produced no red lift. Open-access h02 restored open fingers twice, but its descent missed red; an earlier open-finger transfer to relational evacuation h01 also descended with approximately 9.8 cm TCP-red separation. Other bounded acquisition probes did not restore grasp and one disturbed the drawer toward closure. The latest low approach is substantially misaligned, not successor-ready. Given these observed failures and the policies' lack of established missed-grasp/disturbed-drawer recovery, I no longer judge there to be a credible supported route to complete the task without repeating ineffective motions.""}]",True,red_placement_not_reached
two_block_sort,OOD,30006,APPL_6_xhigh,False,1049,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/two_block_sort/OOD/30006,episodes/APPL_6_xhigh/two_block_sort/OOD/30006,4b67daa668480f4de42b365252c3b9e30fb466beba699c9b533b46a87ae8b7f6,4e1c2c2af5e5bb9bf5f8691c7d4a7bf96b08187502a258ddd02c5b800906fe72,4d8ff0f1fe58a6cdd541e8e3f9ac2da292d1939e3032d4b221aa5f82e5909171,episodes/APPL_6_xhigh/two_block_sort/OOD/30006/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 490, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.28006578609347343, ""blue"": 0.2841744236648083}",6,22,33,"[{""file"": ""0033.response.json"", ""reason"": ""Stopping with partial completion, not success. Latest measured red_at_goal=1, blue_at_goal=0, success=0. Red rests on its pad; blue remains held near (-0.306,-0.016,0.288), far from its pad. Delivery h01 stalled in a high source-side hover over a 100-step attempt, and bounded alternatives across all acquisition policies plus delivery h02/h03 repeatedly moved blue away from its goal in Y. The grasp stayed approximately rigid and red stayed contained, but the displaced blue state is outside demonstrated transfer geometry. Shared temporal overlap and learned conditioning have not provided a credible remaining placement/recovery route, so further cycling is not justified.""}]",True,blue_rose_but_goal_not_reached
buffer_swap,OOD,30106,APPL_6_xhigh,False,637,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/buffer_swap/OOD/30106,episodes/APPL_6_xhigh/buffer_swap/OOD/30106,15e16093b40bd80581218ff064e0c21988ef02e029654101b45e378711568a8d,99fd53342c3403b1ad823a750cf93b7b209aebe2575e7bfeabc21a1cd564d64a,5b98426d924153b5eec170a95517c8be402c2953fe36ae944e66ab67b3ac0650,episodes/APPL_6_xhigh/buffer_swap/OOD/30106/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": -8.195638656616211e-08, ""blue"": -8.381903171539307e-08}",3,6,10,"[{""file"": ""0010.response.json"", ""reason"": ""Unable to complete the exchange with the available frozen policies. All three buffer_red variants were tried, including a targeted low-approach handoff to h03 after h01 reacquired red. Each observed acquisition attempt kept total finger width near 0.080 m; red never rose above table height and the TCP subsequently moved away empty. Both blocks remain near their initial regions, and red_at_goal=0, blue_at_goal=0, success=0 at step637. The transfer/finish overlap documents cover successful red buffering and later transitions, not this repeated failure to acquire red while it still occupies blue's destination. With the targeted recovery also unsuccessful, I do not have a credible supported route to progress and am ending without claiming success.""}]",True,initial_red_rise_under_4cm
tray_pack,OOD,30306,APPL_6_xhigh,False,422,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/tray_pack/OOD/30306,episodes/APPL_6_xhigh/tray_pack/OOD/30306,404d27653d426566492dcb70b2626d693281faf75febf0f02c12139e4d6b885b,68b57a46dd004d9c31a65c3364e10c5c7f09c2662ffc823b27e918789f557261,c6e53a227e910fa931f171188818179e2a88352ca7e7ad5f38aeb676df652c16,episodes/APPL_6_xhigh/tray_pack/OOD/30306/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": 6.894581019878387e-05, ""blue"": -8.195638656616211e-08}",5,5,11,"[{""file"": ""0011.response.json"", ""reason"": ""Unable to complete the task with the available frozen policies. The initial red pickup missed and left red displaced and rotated on the table. Subsequent acquisition variants continued empty closed-hand motion, and bounded trials of two delivery variants did not reopen the hand or return to a viable pickup. At physical step 422 both cubes remain at table height about 0.020 m, both goal predicates and success are false, and the gripper is empty and fully closed. The documented overlap covers successful approach/lift/release transitions, not this persistent missed-grasp state; repeated observed nonprogress leaves no credible recovery route with these local controllers.""}]",True,red_goal_not_reached
drawer_exchange,OOD,6407,APPL_6_xhigh,False,602,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/drawer_exchange/OOD/6407,episodes/APPL_6_xhigh/drawer_exchange/OOD/6407,f49c08f4be9f1345f2f48a3a89212f2cf1326327a660a68ec0233ddbe43c4e7e,51e459b96f51d723aaadac742e371e467fa537880519af5f0999dbb224d445e3,d8f11d23b8219bec9aa2f5aa43acecd667a6de42e8af533753d9c1c7bfb4fd35,episodes/APPL_6_xhigh/drawer_exchange/OOD/6407/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 208, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 1.459568738937378e-05, ""blue"": -8.195638656616211e-08}",4,6,11,"[{""file"": ""0011.response.json"", ""reason"": ""Task unsuccessful at physical step 602: drawer_position=0.072167 m (required >0.26), red_on_pad=0, blue_inside=0, success=0. Initial opening reached about 0.297 m but was lost during red approach. Bounded recovery with open_access h03, evacuate_red h02, revisited open_access h01 and open_access h02 did not establish red lift or durable handle contact. The last 96 steps left fingers fully closed and drawer stationary while TCP moved without coupled articulation, consistent with an empty pull. Current state is outside the demonstrated successful contact transitions; no credible recovery route remains among these local learned controllers. Ending without claiming completion.""}]",True,red_placement_not_reached
two_block_sort,OOD,30007,APPL_6_xhigh,False,1152,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/two_block_sort/OOD/30007,episodes/APPL_6_xhigh/two_block_sort/OOD/30007,7d933036c4ba8283484111ba4573d24be6de8bec773cfe3a041b8db98be079cd,971f2e7028812f6fe12d59f3d9cc8d871f6977865274810c3505c90c465c5180,d9c1e4f9f32cf6f61047ff68391257c0682c75be2fbe29c0cc6d1dce09403fa2,episodes/APPL_6_xhigh/two_block_sort/OOD/30007/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 351, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.26045290753245354, ""blue"": 9.285472333431244e-05}",6,15,22,"[{""file"": ""0022.response.json"", ""reason"": ""Task incomplete: measured red_at_goal=1, blue_at_goal=0, success=0. Red remains on its pad at approximately (-0.2021,-0.2633,0.0200). Blue remains near its source at (-0.4607,0.2333,0.0200) and never established observed lift. After a missed blue grasp, bounded recovery attempts with the available acquisition and delivery mechanisms failed to reopen the empty gripper or resume acquisition. The final delivery h03 continuation only oscillated at TCP z=0.076-0.116 with finger_width=0 and neither block moving. I judge further execution lacks a credible observed route to progress; stopping preserves the completed red placement.""}]",True,blue_rise_under_4cm
drawer_exchange,OOD,6408,APPL_6_xhigh,False,1432,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/drawer_exchange/OOD/6408,episodes/APPL_6_xhigh/drawer_exchange/OOD/6408,e7b43d780155ee48de78831d7a5491f2b7a6ca6ea44718fa1a35ac9ab0edb23b,d123d03dd37f591e2e3dcb1054843331d135204e284b2554fae4ca4177524550,84f1392289fc3f218f743b8323c1a35e471a5a7711e61bd27ff7cd9132f7c79e,episodes/APPL_6_xhigh/drawer_exchange/OOD/6408/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 246, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 0.021889396011829376, ""blue"": -8.568167686462402e-08}",6,13,21,"[{""file"": ""0021.response.json"", ""reason"": ""The task is not complete. Repeated red-acquisition attempts failed to establish a sustained TCP/red co-lift; the most recent attempt pushed and rotated red instead. A subsequent recovery disturbed the drawer, and the last monitored restoration attempt ended with drawer_position=0.133448 m and negative drawer velocity, red still at drawer-floor height (z=0.063 m), and blue outside at z=0.020 m. All three supplied goal predicates are currently false. The attempted opening and evacuation variants have not provided a reliable route back to a usable red grasp, and the documented successful-transition overlap does not establish recovery from this disturbed state. I am ending rather than claiming success or continuing unsupported retries.""}]",True,red_placement_not_reached
two_block_sort,OOD,30008,APPL_6_xhigh,False,975,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/two_block_sort/OOD/30008,episodes/APPL_6_xhigh/two_block_sort/OOD/30008,d6098fc281a3bc75de007897eaa7a6802f3081addce4e3165b751b15250cb82a,886f872230bfdaa8fc4f5568bf484e5fe34d44d8ae3cae97171821cf5a80d8e0,a54c6fe29d2c64c8ac39b4d3a5e2ba92669c4ed84c2dd4801a1c40fc69d9255a,episodes/APPL_6_xhigh/two_block_sort/OOD/30008/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 324, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.2711050622165203, ""blue"": 0.00047780200839042664}",6,12,19,"[{""file"": ""0019.response.json"", ""reason"": ""The task is not complete: measured red_at_goal=1, blue_at_goal=0, success=0 at step975. Red remains correctly placed at approximately (-0.17093,-0.23889,0.02000). Blue remains off-pad at (-0.46812,0.23958,0.02000) after a missed grasp displaced and yaw-rotated it. Bounded recovery attempts using the other acquisition policies and all three delivery policies failed to reopen the empty gripper or lift blue; measured finger width stayed zero and blue remained stationary throughout these attempts. The latest event-progress attempt returned toward the already placed red block rather than restoring blue acquisition. The documentation provides successful-transition overlap, not validated missed-grasp recovery, and the actual observations no longer support a credible route to completion with these frozen policies. I am stopping without claiming success and without risking further disturbance of red.""}]",True,blue_rise_under_4cm
buffer_swap,OOD,30108,APPL_6_xhigh,False,1676,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/buffer_swap/OOD/30108,episodes/APPL_6_xhigh/buffer_swap/OOD/30108,bdc050b93397fb871d2ac1efec7f0382c763ad1b93f9142e6cdd34fd22c58627,070cde446ad785cb2f8ed9389c743e79fb2881e32e5a7b9c5d4f17ed162fccc1,8de21c60d1ec47b1905af8cbda509e26a1c343fc991ea29b7a5e57a9100664ba,episodes/APPL_6_xhigh/buffer_swap/OOD/30108/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": 0.28047068044543266, ""blue"": 0.00837007351219654}",6,14,21,"[{""file"": ""0021.response.json"", ""reason"": ""The exchange is incomplete: measured red_at_goal=0 and blue_at_goal=0 at physical step 1676. Red was successfully released in the central buffer near (-0.195,-0.027,0.020), but the blue pickup missed and displaced/rotated blue; it is now supported near (-0.407,0.137,0.020), far from its negative-y goal. Bounded retries with all buffer and transfer variants failed to acquire blue. The route policy restored opening, and the graph policy restored an approach, but subsequent measured approaches remained misaligned and no actual blue lift occurred. The latest role-conditioned transfer also stayed open and moved away from blue's actual position. The finish policies' blue-placement/red-retrieval overlap does not supply a credible recovery for this unacquired, displaced blue. I judge there is no remaining credible route using the available frozen local policies; stopping without claiming success.""}]",True,blue_rise_under_4cm
unstack_sort,OOD,30208,APPL_6_xhigh,False,658,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/unstack_sort/OOD/30208,episodes/APPL_6_xhigh/unstack_sort/OOD/30208,6208e302d519ff3930ebdbfd2989f75d9d5bc2e7c8ea6b748389b23008f3ae2b,448edc4b2c4e089488f00084e41053e564bbe25dda5afa392c00298ccd19b1e4,58feab60c319e566c3b3b6ca9479cd182e0ada6e6a2827eb3cfd60d329c3741e,episodes/APPL_6_xhigh/unstack_sort/OOD/30208/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": -1.0915100574493408e-06, ""blue"": 1.9744038581848145e-07}",6,7,14,"[{""file"": ""0014.response.json"", ""reason"": ""Unable to complete the task with the available frozen policies. The initial red grasp missed, and subsequent acquisition and carry-policy recovery attempts did not restore an open, aligned grasp. Across the latest attempts the fingers remained fully closed while both blocks stayed stacked at approximately (-0.326, 0.0365), with red z=0.060 and blue z=0.020. Both red_at_goal and blue_at_goal remain false after 658 physical steps. All six policy mechanisms were assessed and attempted; repeated empty-arm motion without object movement provides no credible remaining recovery route.""}]",True,red_goal_not_reached
drawer_exchange,OOD,6409,APPL_6_xhigh,False,617,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_continuation_20260920/episodes/drawer_exchange/OOD/6409,episodes/APPL_6_xhigh/drawer_exchange/OOD/6409,ccb62b324839ef2d20529a6676ed3be5f52da8520f817e9220447e9eb5aae62b,f88282c5f69e14b469257d73aed0619e68538834c20cf00091397afdb8b84f98,cddacb1c6e53562524752be7fc0b0518fe27b8093decbd1ed68e43f5bc450012,episodes/APPL_6_xhigh/drawer_exchange/OOD/6409/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 194, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 1.4007091522216797e-06, ""blue"": -8.195638656616211e-08}",5,7,13,"[{""file"": ""0013.response.json"", ""reason"": ""Task not completed. The latest measured drawer position is 0.17225 m, below the required >0.26 m; red remains in the drawer at z=0.063 m rather than on the pad, and blue remains at its outside source. Red acquisition failed: the gripper closed empty and TCP rose without red co-motion. Bounded retries using relational, attachment-conditioned, waypoint-conditioned and opening-consequence policies did not re-establish a grasp and increasingly disturbed the drawer. The last attempt caused rapid further closure within three steps. These failed-grasp/disturbed-drawer states are outside demonstrated recovery support, and I no longer judge further available-policy execution to offer a credible route to simultaneous completion.""}]",True,red_placement_not_reached
